Value Date,Transaction Remarks,Withdrawal Amt (INR),Deposit Amt (INR),Balance (INR)
05-07-2024,ACH: LOAN EMI,10000.0,0.0,755569.030000001
05-07-2024,UPI/POS: UPI: MOM,3104.93,0.0,752464.1000000009
05-07-2024,UPI/POS: ATM WITHDRAWAL,6912.86,0.0,745551.2400000009
06-07-2024,POS: MYNTRA,1366.29,0.0,744184.9500000009
06-07-2024,POS: SWIGGY,482.23,0.0,743702.7200000009
06-07-2024,POS: FLIPKART,905.86,0.0,742796.8600000009
06-07-2024,POS: ZOMATO,470.8,0.0,742326.0600000009
06-07-2024,UPI/POS: SWIGGY,371.06,0.0,741955.0000000008
06-07-2024,POS: STARBUCKS,434.36,0.0,741520.6400000008
06-07-2024,POS: STARBUCKS,376.18,0.0,741144.4600000008
06-07-2024,POS: AMAZON,1465.15,0.0,739679.3100000008
06-07-2024,UPI/POS: INSTAMART,811.73,0.0,738867.5800000008
06-07-2024,POS: SWIGGY,799.81,0.0,738067.7700000007
06-07-2024,POS: MCDONALDS,300.19,0.0,737767.5800000008
06-07-2024,POS: STARBUCKS,417.97,0.0,737349.6100000008
06-07-2024,UPI/POS: BLINKIT,682.22,0.0,736667.3900000008
06-07-2024,UPI/POS: INSTAMART,339.36,0.0,736328.0300000008
06-07-2024,POS: ZOMATO,452.28,0.0,735875.7500000008
06-07-2024,POS: STARBUCKS,438.6,0.0,735437.1500000008
07-07-2024,ACH: MUTUAL FUND SIP,5000.0,0.0,730437.1500000008
07-07-2024,UPI/POS: ZOMATO,546.47,0.0,729890.6800000009
07-07-2024,POS: AMAZON,1652.46,0.0,728238.2200000009
07-07-2024,POS: ZOMATO,311.05,0.0,727927.1700000009
07-07-2024,POS: MYNTRA,3593.39,0.0,724333.7800000008
08-07-2024,UPI/POS: FLIPKART,552.14,0.0,723781.6400000008
08-07-2024,UPI/POS: UPI: RAHUL SPLIT,245.01,0.0,723536.6300000008
10-07-2024,UPI/POS: BIGBASKET,1665.62,0.0,721871.0100000008
10-07-2024,POS: NETFLIX,649.0,0.0,721222.0100000008
11-07-2024,UPI/POS: ATM WITHDRAWAL,3725.32,0.0,717496.6900000009
11-07-2024,UPI/POS: STARBUCKS,343.45,0.0,717153.2400000009
12-07-2024,UPI/POS: ATM WITHDRAWAL,2506.06,0.0,714647.1800000009
14-07-2024,POS: ZOMATO,671.74,0.0,713975.4400000009
14-07-2024,UPI/POS: PRACTO,881.95,0.0,713093.4900000009
14-07-2024,POS: AMAZON,1865.84,0.0,711227.650000001
14-07-2024,UPI/POS: FLIPKART,517.92,0.0,710709.7300000009
14-07-2024,POS: AMAZON,854.17,0.0,709855.5600000009
14-07-2024,POS: FLIPKART,555.95,0.0,709299.6100000009
14-07-2024,UPI/POS: ATM WITHDRAWAL,3314.41,0.0,705985.2000000009
14-07-2024,POS: STARBUCKS,457.48,0.0,705527.7200000009
14-07-2024,POS: ZOMATO,507.04,0.0,705020.6800000009
14-07-2024,POS: AMAZON,771.46,0.0,704249.2200000009
14-07-2024,POS: AMAZON,773.24,0.0,703475.9800000009
14-07-2024,POS: AMAZON,881.85,0.0,702594.1300000009
15-07-2024,UPI/POS: FLIPKART,881.52,0.0,701712.6100000009
16-07-2024,UPI/POS: ATM WITHDRAWAL,8262.37,0.0,693450.2400000009
17-07-2024,UPI/POS: AMAZON,2134.8,0.0,691315.4400000009
17-07-2024,UPI/POS: ZOMATO,727.9,0.0,690587.5400000009
19-07-2024,UPI/POS: APOLLO PHARMACY,720.62,0.0,689866.9200000009
20-07-2024,POS: SWIGGY,709.23,0.0,689157.6900000009
20-07-2024,POS: AMAZON,1098.05,0.0,688059.6400000008
20-07-2024,POS: ZOMATO,513.16,0.0,687546.4800000008
20-07-2024,UPI/POS: AMAZON,788.25,0.0,686758.2300000008
20-07-2024,POS: STARBUCKS,255.93,0.0,686502.3000000007
20-07-2024,POS: AMAZON,1051.09,0.0,685451.2100000008
20-07-2024,UPI/POS: UPI: RAHUL SPLIT,363.62,0.0,685087.5900000008
20-07-2024,POS: SWIGGY,754.78,0.0,684332.8100000008
21-07-2024,POS: AMAZON,2609.33,0.0,681723.4800000008
21-07-2024,POS: MYNTRA,2192.76,0.0,679530.7200000008
21-07-2024,UPI/POS: UPI: RAHUL SPLIT,764.06,0.0,678766.6600000007
21-07-2024,POS: FLIPKART,1928.64,0.0,676838.0200000007
23-07-2024,UPI/POS: AMAZON,742.29,0.0,676095.7300000007
23-07-2024,UPI/POS: ZOMATO,430.05,0.0,675665.6800000006
23-07-2024,UPI/POS: BIGBASKET,2882.96,0.0,672782.7200000007
25-07-2024,UPI/POS: INSTAMART,468.36,0.0,672314.3600000007
30-07-2024,UPI/POS: OLA CABS,207.23,0.0,672107.1300000007
31-07-2024,UPI/POS: APOLLO PHARMACY,428.14,0.0,671678.9900000007
31-07-2024,UPI/POS: CULT FIT,1500.0,0.0,670178.9900000007
31-07-2024,UPI/POS: UPI: RAHUL SPLIT,963.91,0.0,669215.0800000007
31-07-2024,UPI/POS: ATM WITHDRAWAL,3156.37,0.0,666058.7100000007
31-07-2024,UPI/POS: UPI: MOM,2381.03,0.0,663677.6800000006
01-08-2024,NEFT: SALARY CREDIT,0.0,200000.0,863677.6800000006
02-08-2024,UPI: RENT,40000.0,0.0,823677.6800000006
03-08-2024,POS: ZOMATO,748.51,0.0,822929.1700000006
03-08-2024,POS: FLIPKART,1685.21,0.0,821243.9600000007
03-08-2024,UPI/POS: AMAZON,1886.21,0.0,819357.7500000007
03-08-2024,POS: STARBUCKS,360.46,0.0,818997.2900000007
03-08-2024,UPI/POS: PRACTO,964.08,0.0,818033.2100000008
03-08-2024,POS: ZOMATO,303.09,0.0,817730.1200000008
03-08-2024,UPI/POS: APOLLO PHARMACY,350.98,0.0,817379.1400000008
03-08-2024,POS: MYNTRA,3594.44,0.0,813784.7000000009
03-08-2024,POS: MCDONALDS,334.95,0.0,813449.7500000009
03-08-2024,POS: MYNTRA,1585.04,0.0,811864.7100000009
03-08-2024,POS: MCDONALDS,499.68,0.0,811365.0300000008
03-08-2024,POS: STARBUCKS,492.26,0.0,810872.7700000008
04-08-2024,UPI/POS: BLINKIT,723.2,0.0,810149.5700000009
04-08-2024,POS: MCDONALDS,379.49,0.0,809770.0800000009
04-08-2024,POS: MYNTRA,3738.35,0.0,806031.7300000009
04-08-2024,POS: FLIPKART,1356.52,0.0,804675.2100000009
04-08-2024,UPI/POS: STARBUCKS,436.95,0.0,804238.2600000009
04-08-2024,POS: AMAZON,869.35,0.0,803368.910000001
04-08-2024,POS: FLIPKART,1058.3,0.0,802310.6100000009
04-08-2024,POS: FLIPKART,1739.38,0.0,800571.2300000009
05-08-2024,UPI/POS: AMAZON,2925.46,0.0,797645.770000001
05-08-2024,UPI/POS: PRACTO,708.86,0.0,796936.910000001
05-08-2024,UPI/POS: BIGBASKET,1935.7,0.0,795001.210000001
05-08-2024,ACH: LOAN EMI,10000.0,0.0,785001.210000001
07-08-2024,UPI/POS: INDIAN OIL,1071.18,0.0,783930.030000001
07-08-2024,ACH: MUTUAL FUND SIP,5000.0,0.0,778930.030000001
08-08-2024,UPI/POS: APOLLO PHARMACY,681.74,0.0,778248.290000001
09-08-2024,UPI/POS: BLINKIT,501.37,0.0,777746.920000001
10-08-2024,POS: NETFLIX,649.0,0.0,777097.920000001
11-08-2024,UPI/POS: NAMMA METRO,159.69,0.0,776938.230000001
11-08-2024,POS: AMAZON,1862.32,0.0,775075.9100000011
11-08-2024,POS: STARBUCKS,482.97,0.0,774592.9400000011
11-08-2024,POS: MCDONALDS,364.24,0.0,774228.7000000011
11-08-2024,UPI/POS: UBER,358.12,0.0,773870.5800000011
11-08-2024,POS: MYNTRA,3548.32,0.0,770322.2600000012
11-08-2024,POS: ZOMATO,769.45,0.0,769552.8100000012
11-08-2024,POS: AMAZON,1087.15,0.0,768465.6600000012
12-08-2024,UPI/POS: FLIPKART,736.17,0.0,767729.4900000012
12-08-2024,UPI/POS: ZOMATO,597.82,0.0,767131.6700000012
12-08-2024,UPI/POS: ZOMATO,344.18,0.0,766787.4900000012
17-08-2024,POS: SWIGGY,470.0,0.0,766317.4900000012
17-08-2024,POS: ZOMATO,518.93,0.0,765798.5600000011
17-08-2024,UPI/POS: OLA CABS,295.65,0.0,765502.9100000011
17-08-2024,POS: AMAZON,632.81,0.0,764870.100000001
17-08-2024,POS: MCDONALDS,495.62,0.0,764374.480000001
17-08-2024,POS: AMAZON,1225.88,0.0,763148.600000001
17-08-2024,POS: AMAZON,1671.59,0.0,761477.010000001
17-08-2024,POS: STARBUCKS,461.63,0.0,761015.380000001
17-08-2024,POS: MYNTRA,1138.67,0.0,759876.710000001
17-08-2024,POS: MYNTRA,3627.89,0.0,756248.820000001
17-08-2024,UPI/POS: BIGBASKET,2897.22,0.0,753351.600000001
17-08-2024,UPI/POS: AMAZON,2865.82,0.0,750485.7800000011
21-08-2024,UPI/POS: UPI: MOM,3480.75,0.0,747005.0300000011
22-08-2024,UPI/POS: ZOMATO,409.14,0.0,746595.8900000011
24-08-2024,UPI/POS: ATM WITHDRAWAL,3495.71,0.0,743100.1800000011
24-08-2024,POS: STARBUCKS,265.33,0.0,742834.8500000011
24-08-2024,POS: MCDONALDS,250.97,0.0,742583.8800000012
24-08-2024,POS: MCDONALDS,502.99,0.0,742080.8900000012
25-08-2024,POS: FLIPKART,1408.42,0.0,740672.4700000011
25-08-2024,UPI/POS: AMAZON,898.97,0.0,739773.5000000012
25-08-2024,POS: SWIGGY,781.36,0.0,738992.1400000012
25-08-2024,UPI/POS: PRACTO,528.47,0.0,738463.6700000012
25-08-2024,POS: MYNTRA,1935.05,0.0,736528.6200000012
25-08-2024,POS: FLIPKART,622.15,0.0,735906.4700000011
25-08-2024,POS: MYNTRA,2255.25,0.0,733651.2200000011
25-08-2024,POS: SWIGGY,746.09,0.0,732905.1300000012
31-08-2024,UPI/POS: PRACTO,757.26,0.0,732147.8700000012
31-08-2024,POS: AMAZON,2514.29,0.0,729633.5800000011
31-08-2024,POS: ZOMATO,366.5,0.0,729267.0800000011
31-08-2024,POS: ZOMATO,526.7,0.0,728740.3800000012
31-08-2024,UPI/POS: UPI: RAHUL SPLIT,841.14,0.0,727899.2400000012
31-08-2024,POS: FLIPKART,1617.42,0.0,726281.8200000011
31-08-2024,UPI/POS: ATM WITHDRAWAL,3452.17,0.0,722829.6500000011
31-08-2024,UPI/POS: MCDONALDS,574.44,0.0,722255.2100000011
31-08-2024,POS: FLIPKART,1953.72,0.0,720301.4900000012
31-08-2024,POS: SWIGGY,654.41,0.0,719647.0800000011
31-08-2024,POS: FLIPKART,1484.28,0.0,718162.8000000011
31-08-2024,POS: STARBUCKS,469.07,0.0,717693.7300000011
31-08-2024,POS: AMAZON,2952.19,0.0,714741.5400000012
31-08-2024,POS: MCDONALDS,341.59,0.0,714399.9500000012
31-08-2024,POS: ZOMATO,570.96,0.0,713828.9900000013
31-08-2024,POS: SWIGGY,577.58,0.0,713251.4100000013
31-08-2024,UPI/POS: D-MART,4810.07,0.0,708441.3400000014
31-08-2024,POS: STARBUCKS,338.22,0.0,708103.1200000014
31-08-2024,POS: MYNTRA,3128.27,0.0,704974.8500000014
31-08-2024,POS: AMAZON,2410.56,0.0,702564.2900000013
01-09-2024,POS: AMAZON,2741.85,0.0,699822.4400000013
01-09-2024,POS: FLIPKART,579.35,0.0,699243.0900000014
01-09-2024,NEFT: SALARY CREDIT,0.0,200000.0,899243.0900000014
01-09-2024,POS: FLIPKART,1409.44,0.0,897833.6500000014
01-09-2024,UPI/POS: ATM WITHDRAWAL,8675.47,0.0,889158.1800000014
02-09-2024,UPI: RENT,40000.0,0.0,849158.1800000014
02-09-2024,UPI/POS: ATM WITHDRAWAL,2862.57,0.0,846295.6100000015
02-09-2024,UPI/POS: ATM WITHDRAWAL,5602.18,0.0,840693.4300000014
02-09-2024,UPI/POS: UPI: MOM,2077.12,0.0,838616.3100000015
03-09-2024,UPI/POS: INDIAN OIL,1636.93,0.0,836979.3800000014
03-09-2024,UPI/POS: PRACTO,911.71,0.0,836067.6700000014
03-09-2024,UPI/POS: UPI: MOM,4008.38,0.0,832059.2900000014
04-09-2024,UPI/POS: MCDONALDS,451.88,0.0,831607.4100000014
04-09-2024,UPI/POS: FLIPKART,738.28,0.0,830869.1300000014
04-09-2024,UPI/POS: D-MART,4340.16,0.0,826528.9700000014
05-09-2024,ACH: LOAN EMI,10000.0,0.0,816528.9700000014
06-09-2024,UPI/POS: ATM WITHDRAWAL,5150.25,0.0,811378.7200000014
07-09-2024,ACH: MUTUAL FUND SIP,5000.0,0.0,806378.7200000014
09-09-2024,UPI/POS: AMAZON,1767.91,0.0,804610.8100000013
10-09-2024,POS: NETFLIX,649.0,0.0,803961.8100000013
11-09-2024,UPI/POS: UBER,241.81,0.0,803720.0000000013
11-09-2024,UPI/POS: AMAZON,1779.31,0.0,801940.6900000012
12-09-2024,UPI/POS: MYNTRA,3064.61,0.0,798876.0800000012
14-09-2024,UPI/POS: UPI: MOM,2252.64,0.0,796623.4400000012
14-09-2024,POS: SWIGGY,760.9,0.0,795862.5400000012
14-09-2024,POS: SWIGGY,627.42,0.0,795235.1200000012
14-09-2024,POS: AMAZON,2767.4,0.0,792467.7200000011
15-09-2024,POS: STARBUCKS,344.44,0.0,792123.2800000012
15-09-2024,UPI/POS: BLINKIT,301.95,0.0,791821.3300000012
15-09-2024,POS: MCDONALDS,313.71,0.0,791507.6200000013
15-09-2024,POS: SWIGGY,529.69,0.0,790977.9300000013
15-09-2024,UPI/POS: STARBUCKS,447.95,0.0,790529.9800000014
15-09-2024,POS: MCDONALDS,483.93,0.0,790046.0500000013
15-09-2024,UPI/POS: FLIPKART,1360.48,0.0,788685.5700000013
15-09-2024,POS: MCDONALDS,226.61,0.0,788458.9600000014
15-09-2024,POS: MYNTRA,2642.59,0.0,785816.3700000014
15-09-2024,POS: SWIGGY,307.78,0.0,785508.5900000014
15-09-2024,POS: MCDONALDS,386.16,0.0,785122.4300000013
15-09-2024,POS: SWIGGY,417.37,0.0,784705.0600000013
19-09-2024,UPI/POS: UBER,267.84,0.0,784437.2200000014
19-09-2024,UPI/POS: PRACTO,759.75,0.0,783677.4700000014
19-09-2024,UPI/POS: PRACTO,621.79,0.0,783055.6800000013
22-09-2024,POS: MCDONALDS,429.39,0.0,782626.2900000013
22-09-2024,POS: AMAZON,2385.05,0.0,780241.2400000013
22-09-2024,UPI/POS: BIGBASKET,2576.09,0.0,777665.1500000013
22-09-2024,POS: FLIPKART,1548.81,0.0,776116.3400000012
23-09-2024,UPI/POS: UPI: MOM,4426.53,0.0,771689.8100000012
23-09-2024,UPI/POS: BLINKIT,644.41,0.0,771045.4000000012
30-09-2024,UPI/POS: ATM WITHDRAWAL,5643.48,0.0,765401.9200000012
01-10-2024,NEFT: SALARY CREDIT,0.0,200000.0,965401.9200000012
01-10-2024,UPI/POS: ATM WITHDRAWAL,9855.7,0.0,955546.2200000013
02-10-2024,UPI: RENT,40000.0,0.0,915546.2200000013
02-10-2024,UPI/POS: ATM WITHDRAWAL,4008.71,0.0,911537.5100000013
03-10-2024,UPI/POS: OLA CABS,257.53,0.0,911279.9800000013
03-10-2024,UPI/POS: ATM WITHDRAWAL,4367.6,0.0,906912.3800000013
03-10-2024,UPI/POS: UBER,252.37,0.0,906660.0100000013
05-10-2024,POS: FLIPKART,900.93,0.0,905759.0800000012
05-10-2024,POS: AMAZON,775.66,0.0,904983.4200000012
05-10-2024,POS: FLIPKART,1123.08,0.0,903860.3400000012
05-10-2024,UPI/POS: UPI: MAID,1956.02,0.0,901904.3200000012
05-10-2024,UPI/POS: BIGBASKET,1712.88,0.0,900191.4400000012
05-10-2024,POS: STARBUCKS,253.52,0.0,899937.9200000012
05-10-2024,POS: SWIGGY,620.6,0.0,899317.3200000012
05-10-2024,POS: FLIPKART,1267.16,0.0,898050.1600000012
05-10-2024,POS: MCDONALDS,347.95,0.0,897702.2100000012
05-10-2024,UPI/POS: FLIPKART,985.56,0.0,896716.6500000012
05-10-2024,ACH: LOAN EMI,10000.0,0.0,886716.6500000012
05-10-2024,POS: ZOMATO,356.72,0.0,886359.9300000012
05-10-2024,POS: AMAZON,586.89,0.0,885773.0400000012
07-10-2024,ACH: MUTUAL FUND SIP,5000.0,0.0,880773.0400000012
07-10-2024,UPI/POS: UPI: RAHUL SPLIT,488.9,0.0,880284.1400000012
08-10-2024,UPI/POS: FLIPKART,1394.73,0.0,878889.4100000012
08-10-2024,UPI/POS: OLA CABS,280.74,0.0,878608.6700000012
10-10-2024,POS: NETFLIX,649.0,0.0,877959.6700000012
13-10-2024,POS: AMAZON,1024.46,0.0,876935.2100000012
13-10-2024,UPI/POS: AMAZON,1310.24,0.0,875624.9700000013
13-10-2024,POS: STARBUCKS,386.22,0.0,875238.7500000013
13-10-2024,POS: MCDONALDS,425.16,0.0,874813.5900000012
13-10-2024,POS: MCDONALDS,365.72,0.0,874447.8700000013
13-10-2024,POS: SWIGGY,473.45,0.0,873974.4200000013
13-10-2024,UPI/POS: FLIPKART,810.46,0.0,873163.9600000014
13-10-2024,POS: ZOMATO,704.89,0.0,872459.0700000013
13-10-2024,UPI/POS: UBER,186.45,0.0,872272.6200000014
13-10-2024,POS: MCDONALDS,258.33,0.0,872014.2900000014
13-10-2024,POS: AMAZON,2664.74,0.0,869349.5500000014
13-10-2024,POS: SWIGGY,673.21,0.0,868676.3400000015
13-10-2024,POS: MYNTRA,2698.64,0.0,865977.7000000015
13-10-2024,POS: SWIGGY,516.84,0.0,865460.8600000015
13-10-2024,POS: MCDONALDS,245.64,0.0,865215.2200000015
13-10-2024,UPI/POS: APOLLO PHARMACY,490.06,0.0,864725.1600000014
14-10-2024,UPI/POS: BLINKIT,316.81,0.0,864408.3500000014
15-10-2024,UPI/POS: AMAZON,858.32,0.0,863550.0300000014
15-10-2024,UPI/POS: BIGBASKET,2388.76,0.0,861161.2700000014
16-10-2024,UPI/POS: FLIPKART,1769.75,0.0,859391.5200000014
18-10-2024,UPI/POS: MCDONALDS,337.3,0.0,859054.2200000014
18-10-2024,UPI/POS: CULT FIT,1500.0,0.0,857554.2200000014
18-10-2024,UPI/POS: INSTAMART,532.16,0.0,857022.0600000013
18-10-2024,UPI/POS: OLA CABS,338.18,0.0,856683.8800000013
19-10-2024,UPI/POS: INDIAN OIL,1347.04,0.0,855336.8400000012
19-10-2024,POS: FLIPKART,1803.72,0.0,853533.1200000013
19-10-2024,POS: STARBUCKS,320.07,0.0,853213.0500000013
19-10-2024,POS: MYNTRA,1896.84,0.0,851316.2100000014
21-10-2024,UPI/POS: ZOMATO,725.18,0.0,850591.0300000013
21-10-2024,UPI/POS: AMAZON,2025.33,0.0,848565.7000000014
22-10-2024,UPI/POS: D-MART,3234.76,0.0,845330.9400000013
22-10-2024,UPI/POS: CULT FIT,1500.0,0.0,843830.9400000013
25-10-2024,UPI/POS: INDIAN OIL,2707.25,0.0,841123.6900000013
29-10-2024,UPI/POS: MCDONALDS,532.64,0.0,840591.0500000013
29-10-2024,UPI/POS: UPI: MOM,4345.56,0.0,836245.4900000013
29-10-2024,UPI/POS: UPI: RAHUL SPLIT,803.02,0.0,835442.4700000013
30-10-2024,UPI/POS: APOLLO PHARMACY,440.85,0.0,835001.6200000013
31-10-2024,UPI/POS: ATM WITHDRAWAL,3631.36,0.0,831370.2600000013
01-11-2024,NEFT: SALARY CREDIT,0.0,200000.0,1031370.2600000013
02-11-2024,UPI: RENT,40000.0,0.0,991370.2600000013
02-11-2024,UPI/POS: APOLLO PHARMACY,901.01,0.0,990469.2500000013
02-11-2024,POS: STARBUCKS,320.53,0.0,990148.7200000013
02-11-2024,POS: MYNTRA,3371.9,0.0,986776.8200000012
02-11-2024,POS: ZOMATO,529.33,0.0,986247.4900000013
02-11-2024,UPI/POS: ATM WITHDRAWAL,5400.36,0.0,980847.1300000013
02-11-2024,POS: ZOMATO,562.91,0.0,980284.2200000013
02-11-2024,POS: MYNTRA,1071.81,0.0,979212.4100000012
02-11-2024,UPI/POS: BIGBASKET,1436.86,0.0,977775.5500000012
02-11-2024,POS: FLIPKART,1716.21,0.0,976059.3400000012
02-11-2024,POS: AMAZON,1860.01,0.0,974199.3300000012
02-11-2024,POS: MYNTRA,1591.95,0.0,972607.3800000013
02-11-2024,POS: MCDONALDS,389.31,0.0,972218.0700000012
04-11-2024,UPI/POS: UPI: MAID,1569.53,0.0,970648.5400000012
04-11-2024,UPI/POS: D-MART,2084.55,0.0,968563.9900000012
05-11-2024,ACH: LOAN EMI,10000.0,0.0,958563.9900000012
06-11-2024,UPI/POS: UPI: MAID,2322.73,0.0,956241.2600000012
06-11-2024,UPI/POS: PRACTO,952.66,0.0,955288.6000000011
07-11-2024,ACH: MUTUAL FUND SIP,5000.0,0.0,950288.6000000011
07-11-2024,UPI/POS: BIGBASKET,1450.33,0.0,948838.2700000012
07-11-2024,UPI/POS: BLINKIT,739.38,0.0,948098.8900000012
08-11-2024,UPI/POS: APOLLO PHARMACY,736.25,0.0,947362.6400000012
09-11-2024,POS: MYNTRA,2472.06,0.0,944890.5800000011
09-11-2024,POS: SWIGGY,464.71,0.0,944425.8700000012
09-11-2024,POS: SWIGGY,344.48,0.0,944081.3900000012
09-11-2024,UPI/POS: OLA CABS,222.32,0.0,943859.0700000012
09-11-2024,UPI/POS: MYNTRA,3643.88,0.0,940215.1900000012
09-11-2024,POS: STARBUCKS,488.71,0.0,939726.4800000013
09-11-2024,POS: STARBUCKS,315.06,0.0,939411.4200000012
09-11-2024,POS: MCDONALDS,374.04,0.0,939037.3800000012
10-11-2024,POS: ZOMATO,403.01,0.0,938634.3700000012
10-11-2024,POS: STARBUCKS,346.17,0.0,938288.2000000011
10-11-2024,POS: NETFLIX,649.0,0.0,937639.2000000011
10-11-2024,UPI/POS: UPI: MOM,4689.91,0.0,932949.2900000011
10-11-2024,UPI/POS: FLIPKART,1526.01,0.0,931423.2800000011
10-11-2024,POS: FLIPKART,1487.59,0.0,929935.6900000011
10-11-2024,POS: ZOMATO,681.28,0.0,929254.4100000011
10-11-2024,POS: MCDONALDS,530.77,0.0,928723.6400000011
10-11-2024,POS: ZOMATO,751.86,0.0,927971.7800000011
12-11-2024,UPI/POS: STARBUCKS,472.57,0.0,927499.2100000011
13-11-2024,UPI/POS: ZOMATO,350.41,0.0,927148.8000000011
14-11-2024,UPI/POS: ATM WITHDRAWAL,2901.17,0.0,924247.630000001
15-11-2024,UPI/POS: APOLLO PHARMACY,283.14,0.0,923964.490000001
15-11-2024,UPI/POS: AMAZON,2575.62,0.0,921388.870000001
15-11-2024,UPI/POS: ATM WITHDRAWAL,7660.27,0.0,913728.600000001
16-11-2024,POS: ZOMATO,317.55,0.0,913411.050000001
16-11-2024,POS: MCDONALDS,344.49,0.0,913066.560000001
16-11-2024,UPI/POS: AMAZON,2191.8,0.0,910874.7600000009
16-11-2024,POS: SWIGGY,594.69,0.0,910280.070000001
17-11-2024,POS: AMAZON,1981.37,0.0,908298.700000001
17-11-2024,POS: SWIGGY,496.58,0.0,907802.120000001
17-11-2024,POS: ZOMATO,450.93,0.0,907351.190000001
17-11-2024,UPI/POS: BLINKIT,567.39,0.0,906783.800000001
17-11-2024,POS: MCDONALDS,470.22,0.0,906313.580000001
17-11-2024,POS: MYNTRA,3552.59,0.0,902760.990000001
17-11-2024,POS: MCDONALDS,344.59,0.0,902416.4000000011
17-11-2024,UPI/POS: NAMMA METRO,151.62,0.0,902264.7800000011
20-11-2024,UPI/POS: UPI: MAID,2287.28,0.0,899977.500000001
21-11-2024,UPI/POS: BIGBASKET,1340.27,0.0,898637.230000001
27-11-2024,UPI/POS: BLINKIT,538.21,0.0,898099.0200000011
28-11-2024,UPI/POS: INDIAN OIL,2358.35,0.0,895740.6700000011
29-11-2024,UPI/POS: D-MART,2696.08,0.0,893044.5900000011
30-11-2024,POS: MYNTRA,2704.25,0.0,890340.3400000011
30-11-2024,POS: MYNTRA,2818.36,0.0,887521.9800000011
30-11-2024,UPI/POS: ATM WITHDRAWAL,4753.38,0.0,882768.6000000011
30-11-2024,POS: MCDONALDS,251.09,0.0,882517.5100000012
02-12-2024,UPI/POS: UPI: MOM,3244.05,0.0,879273.4600000011
02-12-2024,UPI/POS: STARBUCKS,391.68,0.0,878881.7800000011
03-12-2024,UPI/POS: INSTAMART,314.2,0.0,878567.5800000011
03-12-2024,UPI/POS: CULT FIT,1500.0,0.0,877067.5800000011
04-12-2024,UPI/POS: UPI: RAHUL SPLIT,407.8,0.0,876659.7800000011
05-12-2024,UPI/POS: UPI: MAID,1664.97,0.0,874994.8100000011
06-12-2024,UPI/POS: UPI: RAHUL SPLIT,483.6,0.0,874511.2100000011
11-12-2024,UPI/POS: INSTAMART,408.88,0.0,874102.3300000011
12-12-2024,UPI/POS: D-MART,3965.57,0.0,870136.7600000012
13-12-2024,UPI/POS: OLA CABS,235.63,0.0,869901.1300000012
14-12-2024,POS: MYNTRA,1819.01,0.0,868082.1200000012
14-12-2024,UPI/POS: UPI: MAID,2878.07,0.0,865204.0500000012
14-12-2024,POS: SWIGGY,385.62,0.0,864818.4300000012
14-12-2024,POS: MCDONALDS,588.28,0.0,864230.1500000012
14-12-2024,POS: FLIPKART,1735.06,0.0,862495.0900000011
14-12-2024,POS: AMAZON,2462.06,0.0,860033.0300000011
14-12-2024,UPI/POS: UPI: MOM,2279.17,0.0,857753.860000001
14-12-2024,POS: SWIGGY,799.54,0.0,856954.320000001
14-12-2024,POS: MYNTRA,1208.0,0.0,855746.320000001
14-12-2024,POS: MYNTRA,1110.24,0.0,854636.080000001
14-12-2024,POS: FLIPKART,1523.77,0.0,853112.310000001
14-12-2024,UPI/POS: MCDONALDS,438.05,0.0,852674.2600000009
16-12-2024,UPI/POS: OLA CABS,282.16,0.0,852392.1000000009
17-12-2024,UPI/POS: INDIAN OIL,1645.19,0.0,850746.910000001
17-12-2024,UPI/POS: MYNTRA,3241.25,0.0,847505.660000001
17-12-2024,UPI/POS: D-MART,3338.18,0.0,844167.4800000009
17-12-2024,UPI/POS: UPI: MAID,1588.99,0.0,842578.4900000009
18-12-2024,UPI/POS: BIGBASKET,2844.36,0.0,839734.1300000009
19-12-2024,UPI/POS: D-MART,2765.14,0.0,836968.9900000009
19-12-2024,UPI/POS: BIGBASKET,2880.82,0.0,834088.170000001
20-12-2024,UPI/POS: ATM WITHDRAWAL,5956.62,0.0,828131.550000001
21-12-2024,POS: ZOMATO,558.16,0.0,827573.390000001
21-12-2024,POS: SWIGGY,428.69,0.0,827144.700000001
21-12-2024,POS: MCDONALDS,395.92,0.0,826748.780000001
21-12-2024,UPI/POS: UBER,313.83,0.0,826434.950000001
22-12-2024,POS: AMAZON,1976.83,0.0,824458.120000001
22-12-2024,POS: FLIPKART,1595.07,0.0,822863.0500000011
22-12-2024,POS: FLIPKART,1525.64,0.0,821337.4100000011
22-12-2024,UPI/POS: STARBUCKS,432.61,0.0,820904.8000000011
23-12-2024,UPI/POS: ATM WITHDRAWAL,4571.28,0.0,816333.5200000011
24-12-2024,UPI/POS: UPI: MAID,2837.46,0.0,813496.0600000011
