Date,Narration,Withdrawal,Deposit
27-09-2025,UPI/POS: UPI: PRIYA SPLITWISE,1631.0,0.0
27-09-2025,UPI/POS: UPI: KIRANA,46.15,0.0
28-09-2025,UPI/POS: UBER,282.24,0.0
28-09-2025,UPI/POS: SWIGGY,362.38,0.0
28-09-2025,UPI/POS: UPI: KIRANA,69.97,0.0
28-09-2025,UPI/POS: ZEPTO,237.18,0.0
29-09-2025,UPI/POS: UPI: AUTO,43.89,0.0
29-09-2025,UPI/POS: UPI: AUTO,53.76,0.0
30-09-2025,UPI/POS: LOCAL BAKERY,108.14,0.0
30-09-2025,UPI/POS: ZEPTO,394.68,0.0
30-09-2025,UPI/POS: UPI: TEA STALL,25.01,0.0
30-09-2025,UPI/POS: UPI: TEA STALL,25.03,0.0
30-09-2025,UPI/POS: BLINKIT,212.91,0.0
30-09-2025,UPI/POS: UPI: AUTO,41.95,0.0
30-09-2025,UPI/POS: SWIGGY,326.92,0.0
30-09-2025,UPI/POS: BLINKIT,273.83,0.0
30-09-2025,UPI/POS: ZOMATO,394.2,0.0
30-09-2025,UPI/POS: UBER,300.9,0.0
30-09-2025,UPI/POS: UPI: AMIT SPLITWISE,1202.88,0.0
01-10-2025,NEFT: ACME CORP SALARY,0.0,250000.0
01-10-2025,UPI/POS: ZOMATO,363.8,0.0
01-10-2025,UPI/POS: ZEPTO,337.62,0.0
01-10-2025,UPI/POS: UPI: TEA STALL,18.66,0.0
01-10-2025,UPI/POS: UPI: TEA STALL,21.06,0.0
02-10-2025,UPI: LANDLORD RENT,35000.0,0.0
02-10-2025,UPI/POS: BLINKIT,518.95,0.0
02-10-2025,UPI/POS: UPI: TEA STALL,29.03,0.0
02-10-2025,UPI/POS: STARBUCKS,319.88,0.0
02-10-2025,UPI/POS: ZEPTO,145.53,0.0
02-10-2025,UPI/POS: STARBUCKS,328.38,0.0
03-10-2025,UPI/POS: AMAZON,1220.73,0.0
03-10-2025,UPI/POS: STARBUCKS,286.47,0.0
04-10-2025,UPI/POS: UPI: PRIYA SPLITWISE,1326.32,0.0
04-10-2025,UPI/POS: NAMMA METRO,42.46,0.0
04-10-2025,UPI/POS: UPI: AUTO,94.79,0.0
04-10-2025,UPI/POS: LOCAL BAKERY,135.11,0.0
04-10-2025,UPI/POS: UBER,360.32,0.0
05-10-2025,ACH: HDFC AUTO LOAN,15000.0,0.0
05-10-2025,UPI/POS: UBER,355.61,0.0
05-10-2025,UPI/POS: UPI: AMIT SPLITWISE,883.74,0.0
05-10-2025,UPI/POS: UPI: AMIT SPLITWISE,1293.99,0.0
05-10-2025,UPI/POS: AMAZON,861.18,0.0
05-10-2025,UPI/POS: OLA CABS,273.31,0.0
06-10-2025,UPI/POS: ZOMATO,203.5,0.0
06-10-2025,UPI/POS: ZEPTO,351.2,0.0
06-10-2025,UPI/POS: UPI: TEA STALL,29.71,0.0
06-10-2025,UPI/POS: BLINKIT,583.86,0.0
06-10-2025,UPI/POS: UPI: TEA STALL,20.44,0.0
07-10-2025,UPI/POS: STARBUCKS,340.17,0.0
07-10-2025,UPI/POS: ZOMATO,208.72,0.0
07-10-2025,UPI/POS: LOCAL BAKERY,65.71,0.0
07-10-2025,UPI/POS: UPI: TEA STALL,18.97,0.0
07-10-2025,UPI/POS: UPI: KIRANA,96.19,0.0
07-10-2025,UPI/POS: SWIGGY,210.79,0.0
08-10-2025,UPI/POS: AMAZON,1414.54,0.0
08-10-2025,UPI/POS: ZOMATO,340.01,0.0
08-10-2025,UPI/POS: UBER,381.16,0.0
09-10-2025,UPI/POS: LOCAL BAKERY,111.55,0.0
09-10-2025,UPI/POS: UPI: KIRANA,51.69,0.0
09-10-2025,UPI/POS: ZEPTO,310.09,0.0
09-10-2025,UPI/POS: STARBUCKS,346.3,0.0
09-10-2025,UPI/POS: UPI: KIRANA,58.85,0.0
09-10-2025,UPI/POS: UPI: TEA STALL,17.77,0.0
09-10-2025,UPI/POS: BLINKIT,161.65,0.0
09-10-2025,UPI/POS: ZEPTO,295.99,0.0
10-10-2025,POS: NETFLIX,649.0,0.0
10-10-2025,UPI/POS: ZEPTO,353.35,0.0
10-10-2025,UPI/POS: UPI: KIRANA,87.43,0.0
10-10-2025,POS: SPOTIFY,119.0,0.0
10-10-2025,UPI/POS: UPI: KIRANA,77.58,0.0
10-10-2025,UPI/POS: UPI: TEA STALL,29.75,0.0
10-10-2025,UPI/POS: UPI: KIRANA,92.45,0.0
10-10-2025,UPI/POS: BLINKIT,528.04,0.0
10-10-2025,UPI/POS: SWIGGY,319.89,0.0
10-10-2025,UPI/POS: ZEPTO,127.76,0.0
10-10-2025,BBPS: AIRTEL WIFI,1180.0,0.0
10-10-2025,UPI/POS: UPI: TEA STALL,21.99,0.0
11-10-2025,UPI/POS: SWIGGY,282.83,0.0
11-10-2025,UPI/POS: ZOMATO,301.93,0.0
11-10-2025,UPI/POS: BLINKIT,593.41,0.0
11-10-2025,UPI/POS: UBER,275.2,0.0
12-10-2025,UPI/POS: SWIGGY,333.28,0.0
12-10-2025,UPI/POS: AMAZON,496.87,0.0
12-10-2025,UPI/POS: ZEPTO,243.36,0.0
12-10-2025,UPI/POS: STARBUCKS,267.88,0.0
12-10-2025,UPI/POS: UPI: KIRANA,98.1,0.0
13-10-2025,UPI/POS: UBER,237.92,0.0
13-10-2025,UPI/POS: UPI: AMIT SPLITWISE,1914.2,0.0
13-10-2025,UPI/POS: ZOMATO,306.71,0.0
13-10-2025,UPI/POS: OLA CABS,299.26,0.0
13-10-2025,UPI/POS: UPI: KIRANA,96.78,0.0
13-10-2025,UPI/POS: STARBUCKS,348.55,0.0
13-10-2025,UPI/POS: LOCAL BAKERY,146.19,0.0
14-10-2025,UPI/POS: UPI: KIRANA,72.06,0.0
14-10-2025,UPI/POS: UBER,258.48,0.0
14-10-2025,UPI/POS: NAMMA METRO,56.86,0.0
14-10-2025,UPI/POS: AMAZON,1069.29,0.0
14-10-2025,UPI/POS: BLINKIT,295.43,0.0
15-10-2025,UPI/POS: UPI: KIRANA,54.72,0.0
15-10-2025,UPI/POS: LOCAL BAKERY,84.61,0.0
15-10-2025,UPI/POS: STARBUCKS,278.24,0.0
15-10-2025,UPI/POS: AMAZON,1200.16,0.0
15-10-2025,UPI/POS: NAMMA METRO,51.25,0.0
15-10-2025,UPI/POS: BLINKIT,428.92,0.0
16-10-2025,UPI/POS: ZOMATO,242.68,0.0
16-10-2025,UPI/POS: STARBUCKS,315.31,0.0
16-10-2025,UPI/POS: OLA CABS,144.05,0.0
16-10-2025,UPI/POS: UPI: AUTO,46.33,0.0
17-10-2025,UPI/POS: OLA CABS,158.15,0.0
17-10-2025,UPI/POS: STARBUCKS,392.71,0.0
18-10-2025,UPI/POS: ZEPTO,315.33,0.0
18-10-2025,UPI/POS: UPI: KIRANA,27.1,0.0
18-10-2025,UPI/POS: STARBUCKS,320.62,0.0
19-10-2025,UPI/POS: UBER,316.14,0.0
19-10-2025,UPI/POS: UPI: KIRANA,80.66,0.0
19-10-2025,UPI/POS: STARBUCKS,322.8,0.0
19-10-2025,UPI/POS: STARBUCKS,315.75,0.0
19-10-2025,UPI/POS: UPI: KIRANA,86.43,0.0
19-10-2025,UPI/POS: UPI: KIRANA,35.62,0.0
19-10-2025,UPI/POS: UBER,160.94,0.0
20-10-2025,UPI/POS: UPI: TEA STALL,29.16,0.0
20-10-2025,UPI/POS: OLA CABS,215.7,0.0
20-10-2025,UPI/POS: ZOMATO,355.22,0.0
20-10-2025,UPI/POS: UPI: KIRANA,91.44,0.0
20-10-2025,UPI/POS: BLINKIT,407.35,0.0
21-10-2025,UPI/POS: OLA CABS,224.87,0.0
21-10-2025,UPI/POS: UPI: KIRANA,58.75,0.0
21-10-2025,UPI/POS: OLA CABS,169.6,0.0
21-10-2025,UPI/POS: BLINKIT,340.53,0.0
21-10-2025,UPI/POS: ZEPTO,280.55,0.0
21-10-2025,UPI/POS: SWIGGY,168.94,0.0
21-10-2025,UPI/POS: UBER,227.25,0.0
21-10-2025,UPI/POS: LOCAL BAKERY,101.73,0.0
21-10-2025,UPI/POS: ZEPTO,169.87,0.0
22-10-2025,UPI/POS: UPI: AMIT SPLITWISE,270.31,0.0
22-10-2025,UPI/POS: UPI: AUTO,58.89,0.0
22-10-2025,UPI/POS: UBER,360.27,0.0
22-10-2025,UPI/POS: AMAZON,832.35,0.0
23-10-2025,UPI/POS: UPI: AUTO,43.31,0.0
23-10-2025,UPI/POS: UPI: NEHA SPLITWISE,196.19,0.0
23-10-2025,UPI/POS: STARBUCKS,300.21,0.0
23-10-2025,UPI/POS: AMAZON,542.63,0.0
23-10-2025,UPI/POS: UPI: KIRANA,68.22,0.0
23-10-2025,UPI/POS: NAMMA METRO,57.24,0.0
23-10-2025,UPI/POS: BLINKIT,540.24,0.0
24-10-2025,UPI/POS: UPI: TEA STALL,21.27,0.0
24-10-2025,UPI/POS: BLINKIT,276.66,0.0
25-10-2025,UPI/POS: UBER,190.95,0.0
25-10-2025,UPI/POS: NAMMA METRO,53.0,0.0
26-10-2025,UPI/POS: AMAZON,1086.0,0.0
26-10-2025,UPI/POS: SWIGGY,156.68,0.0
27-10-2025,UPI/POS: OLA CABS,131.69,0.0
27-10-2025,UPI/POS: STARBUCKS,363.61,0.0
27-10-2025,UPI/POS: NAMMA METRO,51.28,0.0
27-10-2025,UPI/POS: LOCAL BAKERY,100.58,0.0
27-10-2025,UPI/POS: ZOMATO,370.17,0.0
27-10-2025,UPI/POS: UPI: AUTO,92.26,0.0
27-10-2025,UPI/POS: OLA CABS,271.51,0.0
27-10-2025,UPI/POS: STARBUCKS,282.16,0.0
28-10-2025,UPI/POS: UPI: TEA STALL,21.62,0.0
28-10-2025,UPI/POS: ZEPTO,116.94,0.0
28-10-2025,UPI/POS: OLA CABS,128.43,0.0
28-10-2025,UPI/POS: ZEPTO,114.79,0.0
28-10-2025,UPI/POS: UPI: AUTO,83.53,0.0
28-10-2025,UPI/POS: UPI: TEA STALL,29.62,0.0
28-10-2025,UPI/POS: UPI: TEA STALL,24.65,0.0
29-10-2025,UPI/POS: NAMMA METRO,59.65,0.0
29-10-2025,UPI/POS: UBER,368.58,0.0
29-10-2025,UPI/POS: UPI: PRIYA SPLITWISE,105.78,0.0
30-10-2025,UPI/POS: OLA CABS,208.16,0.0
30-10-2025,UPI/POS: ZOMATO,323.73,0.0
30-10-2025,UPI/POS: UPI: KIRANA,54.56,0.0
30-10-2025,UPI/POS: LOCAL BAKERY,80.49,0.0
30-10-2025,UPI/POS: UBER,188.02,0.0
31-10-2025,UPI/POS: UPI: RAHUL SPLITWISE,1252.0,0.0
01-11-2025,UPI/POS: UPI: AUTO,73.41,0.0
01-11-2025,NEFT: ACME CORP SALARY,0.0,250000.0
01-11-2025,UPI/POS: UPI: AUTO,64.71,0.0
01-11-2025,UPI/POS: BLINKIT,373.65,0.0
01-11-2025,UPI/POS: LOCAL BAKERY,67.85,0.0
01-11-2025,UPI/POS: STARBUCKS,377.79,0.0
01-11-2025,UPI/POS: UBER,244.77,0.0
01-11-2025,UPI/POS: UPI: TEA STALL,17.61,0.0
01-11-2025,UPI/POS: OLA CABS,167.03,0.0
02-11-2025,UPI/POS: UPI: TEA STALL,20.62,0.0
02-11-2025,UPI/POS: UPI: AUTO,69.36,0.0
02-11-2025,UPI/POS: UPI: TEA STALL,27.54,0.0
02-11-2025,UPI/POS: STARBUCKS,285.12,0.0
02-11-2025,UPI/POS: SWIGGY,275.67,0.0
02-11-2025,UPI: LANDLORD RENT,35000.0,0.0
03-11-2025,UPI/POS: UBER,191.49,0.0
03-11-2025,UPI/POS: OLA CABS,102.83,0.0
03-11-2025,UPI/POS: AMAZON,995.39,0.0
03-11-2025,UPI/POS: UPI: AUTO,53.34,0.0
03-11-2025,UPI/POS: ZEPTO,373.7,0.0
04-11-2025,UPI/POS: AMAZON,299.47,0.0
04-11-2025,UPI/POS: NAMMA METRO,41.05,0.0
04-11-2025,UPI/POS: OLA CABS,236.6,0.0
04-11-2025,UPI/POS: STARBUCKS,368.07,0.0
04-11-2025,UPI/POS: AMAZON,715.4,0.0
04-11-2025,UPI/POS: UPI: AMIT SPLITWISE,1392.6,0.0
05-11-2025,UPI/POS: UPI: AMIT SPLITWISE,403.93,0.0
05-11-2025,UPI/POS: UPI: AMIT SPLITWISE,1481.47,0.0
05-11-2025,UPI/POS: UBER,237.59,0.0
05-11-2025,ACH: HDFC AUTO LOAN,15000.0,0.0
06-11-2025,UPI/POS: ZEPTO,178.21,0.0
06-11-2025,UPI/POS: NAMMA METRO,34.55,0.0
06-11-2025,UPI/POS: STARBUCKS,284.66,0.0
06-11-2025,UPI/POS: UBER,271.74,0.0
06-11-2025,UPI/POS: NAMMA METRO,39.13,0.0
07-11-2025,UPI/POS: BLINKIT,202.93,0.0
07-11-2025,UPI/POS: UBER,258.83,0.0
07-11-2025,UPI/POS: UPI: KIRANA,68.43,0.0
07-11-2025,UPI/POS: STARBUCKS,351.82,0.0
07-11-2025,UPI/POS: UBER,314.28,0.0
07-11-2025,UPI/POS: AMAZON,1158.24,0.0
07-11-2025,UPI/POS: ZEPTO,190.73,0.0
08-11-2025,UPI/POS: AMAZON,443.34,0.0
08-11-2025,UPI/POS: NAMMA METRO,40.22,0.0
08-11-2025,UPI/POS: UPI: KIRANA,74.48,0.0
08-11-2025,UPI/POS: AMAZON,1260.67,0.0
08-11-2025,UPI/POS: UPI: KIRANA,20.79,0.0
09-11-2025,UPI/POS: UPI: KIRANA,80.36,0.0
09-11-2025,UPI/POS: ZEPTO,324.36,0.0
09-11-2025,UPI/POS: UPI: AUTO,76.06,0.0
09-11-2025,UPI/POS: BLINKIT,420.38,0.0
09-11-2025,UPI/POS: NAMMA METRO,32.76,0.0
10-11-2025,UPI/POS: SWIGGY,235.38,0.0
10-11-2025,UPI/POS: NAMMA METRO,44.76,0.0
10-11-2025,UPI/POS: BLINKIT,539.24,0.0
10-11-2025,BBPS: AIRTEL WIFI,1180.0,0.0
10-11-2025,POS: SPOTIFY,119.0,0.0
10-11-2025,POS: NETFLIX,649.0,0.0
10-11-2025,UPI/POS: LOCAL BAKERY,104.65,0.0
10-11-2025,UPI/POS: UPI: TEA STALL,29.42,0.0
10-11-2025,UPI/POS: UPI: KIRANA,56.64,0.0
10-11-2025,UPI/POS: UPI: TEA STALL,18.32,0.0
10-11-2025,UPI/POS: ZEPTO,316.6,0.0
10-11-2025,UPI/POS: UBER,375.99,0.0
11-11-2025,UPI/POS: UPI: TEA STALL,17.41,0.0
11-11-2025,UPI/POS: ZEPTO,348.65,0.0
11-11-2025,UPI/POS: LOCAL BAKERY,52.36,0.0
11-11-2025,UPI/POS: ZOMATO,157.67,0.0
11-11-2025,UPI/POS: OLA CABS,127.0,0.0
11-11-2025,UPI/POS: AMAZON,1324.08,0.0
11-11-2025,UPI/POS: AMAZON,1370.59,0.0
11-11-2025,UPI/POS: UPI: KIRANA,95.85,0.0
12-11-2025,UPI/POS: NAMMA METRO,40.9,0.0
12-11-2025,UPI/POS: NAMMA METRO,30.86,0.0
13-11-2025,UPI/POS: BLINKIT,423.59,0.0
13-11-2025,UPI/POS: UPI: KIRANA,44.84,0.0
13-11-2025,UPI/POS: AMAZON,790.13,0.0
15-11-2025,UPI/POS: UPI: TEA STALL,19.09,0.0
15-11-2025,UPI/POS: UPI: AMIT SPLITWISE,484.14,0.0
15-11-2025,UPI/POS: ZOMATO,242.23,0.0
15-11-2025,UPI/POS: UBER,298.92,0.0
15-11-2025,UPI/POS: SWIGGY,274.7,0.0
15-11-2025,UPI/POS: ZEPTO,395.46,0.0
15-11-2025,UPI/POS: LOCAL BAKERY,66.88,0.0
15-11-2025,UPI/POS: BLINKIT,172.33,0.0
15-11-2025,UPI/POS: STARBUCKS,297.97,0.0
16-11-2025,UPI/POS: UPI: NEHA SPLITWISE,375.65,0.0
16-11-2025,UPI/POS: UPI: AUTO,64.23,0.0
16-11-2025,UPI/POS: UPI: RAHUL SPLITWISE,506.81,0.0
16-11-2025,UPI/POS: UBER,317.05,0.0
17-11-2025,UPI/POS: ZEPTO,223.83,0.0
17-11-2025,UPI/POS: NAMMA METRO,38.37,0.0
17-11-2025,UPI/POS: STARBUCKS,318.4,0.0
17-11-2025,UPI/POS: ZOMATO,295.12,0.0
17-11-2025,UPI/POS: ZOMATO,184.83,0.0
18-11-2025,UPI/POS: STARBUCKS,389.0,0.0
18-11-2025,UPI/POS: NAMMA METRO,31.09,0.0
18-11-2025,UPI/POS: UPI: AUTO,54.64,0.0
18-11-2025,UPI/POS: AMAZON,1152.6,0.0
18-11-2025,UPI/POS: NAMMA METRO,43.11,0.0
19-11-2025,UPI/POS: ZEPTO,292.63,0.0
19-11-2025,UPI/POS: LOCAL BAKERY,65.3,0.0
19-11-2025,UPI/POS: ZEPTO,166.88,0.0
20-11-2025,UPI/POS: SWIGGY,259.05,0.0
20-11-2025,UPI/POS: UPI: AUTO,57.47,0.0
21-11-2025,UPI/POS: AMAZON,590.72,0.0
21-11-2025,UPI/POS: UPI: NEHA SPLITWISE,1504.9,0.0
21-11-2025,UPI/POS: UPI: TEA STALL,24.53,0.0
21-11-2025,UPI/POS: ZEPTO,323.92,0.0
21-11-2025,UPI/POS: UPI: TEA STALL,18.11,0.0
22-11-2025,UPI/POS: OLA CABS,260.46,0.0
22-11-2025,UPI/POS: AMAZON,400.65,0.0
22-11-2025,UPI/POS: UPI: AUTO,42.21,0.0
23-11-2025,UPI/POS: OLA CABS,282.41,0.0
23-11-2025,UPI/POS: ZEPTO,282.89,0.0
23-11-2025,UPI/POS: UPI: TEA STALL,29.7,0.0
23-11-2025,UPI/POS: BLINKIT,303.02,0.0
23-11-2025,UPI/POS: SWIGGY,195.93,0.0
24-11-2025,UPI/POS: OLA CABS,285.32,0.0
24-11-2025,UPI/POS: UPI: AUTO,67.46,0.0
24-11-2025,UPI/POS: NAMMA METRO,31.23,0.0
25-11-2025,UPI/POS: OLA CABS,265.17,0.0
26-11-2025,UPI/POS: UPI: KIRANA,91.33,0.0
26-11-2025,UPI/POS: UPI: RAHUL SPLITWISE,1657.04,0.0
26-11-2025,UPI/POS: ZEPTO,208.74,0.0
26-11-2025,UPI/POS: LOCAL BAKERY,132.79,0.0
27-11-2025,UPI/POS: UPI: TEA STALL,16.61,0.0
27-11-2025,UPI/POS: OLA CABS,136.38,0.0
27-11-2025,UPI/POS: UPI: NEHA SPLITWISE,1648.29,0.0
27-11-2025,UPI/POS: UBER,365.44,0.0
28-11-2025,UPI/POS: UBER,358.97,0.0
28-11-2025,UPI/POS: SWIGGY,254.94,0.0
28-11-2025,UPI/POS: UPI: AUTO,64.03,0.0
28-11-2025,UPI/POS: AMAZON,630.62,0.0
29-11-2025,UPI/POS: UPI: AUTO,64.63,0.0
29-11-2025,UPI/POS: ZEPTO,207.1,0.0
29-11-2025,UPI/POS: SWIGGY,191.28,0.0
30-11-2025,UPI/POS: ZEPTO,277.57,0.0
30-11-2025,UPI/POS: BLINKIT,329.98,0.0
30-11-2025,UPI/POS: UPI: KIRANA,31.37,0.0
01-12-2025,UPI/POS: SWIGGY,203.08,0.0
01-12-2025,NEFT: ACME CORP SALARY,0.0,250000.0
01-12-2025,UPI/POS: SWIGGY,382.69,0.0
02-12-2025,UPI/POS: ZEPTO,364.6,0.0
02-12-2025,UPI: LANDLORD RENT,35000.0,0.0
02-12-2025,UPI/POS: NAMMA METRO,42.82,0.0
02-12-2025,UPI/POS: UPI: TEA STALL,25.11,0.0
03-12-2025,UPI/POS: UPI: NEHA SPLITWISE,1727.4,0.0
03-12-2025,UPI/POS: LOCAL BAKERY,144.35,0.0
03-12-2025,UPI/POS: OLA CABS,192.61,0.0
04-12-2025,UPI/POS: AMAZON,778.16,0.0
04-12-2025,UPI/POS: BLINKIT,538.05,0.0
04-12-2025,UPI/POS: LOCAL BAKERY,142.46,0.0
04-12-2025,UPI/POS: OLA CABS,299.96,0.0
05-12-2025,UPI/POS: UPI: KIRANA,82.02,0.0
05-12-2025,UPI/POS: ZOMATO,203.62,0.0
05-12-2025,UPI/POS: OLA CABS,176.31,0.0
05-12-2025,ACH: HDFC AUTO LOAN,15000.0,0.0
05-12-2025,UPI/POS: UBER,234.46,0.0
05-12-2025,UPI/POS: ZEPTO,393.29,0.0
06-12-2025,UPI/POS: LOCAL BAKERY,129.18,0.0
06-12-2025,UPI/POS: UBER,331.45,0.0
06-12-2025,UPI/POS: ZEPTO,108.49,0.0
06-12-2025,UPI/POS: UPI: AMIT SPLITWISE,235.35,0.0
06-12-2025,UPI/POS: STARBUCKS,351.0,0.0
07-12-2025,UPI/POS: ZEPTO,297.66,0.0
07-12-2025,UPI/POS: STARBUCKS,316.81,0.0
08-12-2025,UPI/POS: NAMMA METRO,33.99,0.0
08-12-2025,UPI/POS: UBER,351.94,0.0
08-12-2025,UPI/POS: STARBUCKS,398.46,0.0
08-12-2025,UPI/POS: SWIGGY,246.29,0.0
08-12-2025,UPI/POS: ZOMATO,249.48,0.0
09-12-2025,UPI/POS: OLA CABS,258.49,0.0
09-12-2025,UPI/POS: AMAZON,359.03,0.0
10-12-2025,BBPS: AIRTEL WIFI,1180.0,0.0
10-12-2025,UPI/POS: UPI: KIRANA,85.44,0.0
10-12-2025,POS: SPOTIFY,119.0,0.0
10-12-2025,UPI/POS: ZOMATO,183.46,0.0
10-12-2025,UPI/POS: UPI: KIRANA,67.17,0.0
10-12-2025,POS: NETFLIX,649.0,0.0
11-12-2025,UPI/POS: ZOMATO,312.85,0.0
11-12-2025,UPI/POS: ZOMATO,177.3,0.0
11-12-2025,UPI/POS: UBER,300.84,0.0
11-12-2025,UPI/POS: UBER,291.12,0.0
11-12-2025,UPI/POS: STARBUCKS,334.01,0.0
12-12-2025,UPI/POS: AMAZON,1223.04,0.0
12-12-2025,UPI/POS: ZOMATO,151.51,0.0
12-12-2025,UPI/POS: UPI: AUTO,76.34,0.0
13-12-2025,UPI/POS: ZOMATO,386.97,0.0
13-12-2025,UPI/POS: UBER,309.16,0.0
13-12-2025,UPI/POS: OLA CABS,241.63,0.0
13-12-2025,UPI/POS: UPI: AUTO,40.03,0.0
14-12-2025,UPI/POS: UPI: AUTO,56.81,0.0
14-12-2025,UPI/POS: SWIGGY,364.57,0.0
14-12-2025,UPI/POS: NAMMA METRO,54.74,0.0
14-12-2025,UPI/POS: UPI: AUTO,45.11,0.0
15-12-2025,UPI/POS: AMAZON,932.62,0.0
15-12-2025,UPI/POS: UPI: KIRANA,94.88,0.0
15-12-2025,UPI/POS: UPI: AUTO,71.77,0.0
15-12-2025,UPI/POS: STARBUCKS,314.03,0.0
15-12-2025,UPI/POS: STARBUCKS,314.6,0.0
16-12-2025,UPI/POS: STARBUCKS,363.53,0.0
16-12-2025,UPI/POS: UPI: RAHUL SPLITWISE,689.4,0.0
16-12-2025,UPI/POS: UPI: KIRANA,52.64,0.0
17-12-2025,UPI/POS: AMAZON,1436.42,0.0
17-12-2025,UPI/POS: OLA CABS,277.67,0.0
18-12-2025,UPI/POS: UPI: AUTO,56.36,0.0
19-12-2025,UPI/POS: ZEPTO,309.84,0.0
19-12-2025,UPI/POS: NAMMA METRO,31.68,0.0
19-12-2025,UPI/POS: UPI: KIRANA,98.93,0.0
19-12-2025,UPI/POS: UPI: AMIT SPLITWISE,158.87,0.0
20-12-2025,UPI/POS: NAMMA METRO,30.61,0.0
20-12-2025,UPI/POS: ZEPTO,292.78,0.0
20-12-2025,UPI/POS: UPI: PRIYA SPLITWISE,118.0,0.0
20-12-2025,UPI/POS: AMAZON,541.11,0.0
20-12-2025,UPI/POS: NAMMA METRO,48.95,0.0
20-12-2025,UPI/POS: NAMMA METRO,41.61,0.0
20-12-2025,UPI/POS: AMAZON,1361.89,0.0
20-12-2025,UPI/POS: UPI: KIRANA,86.98,0.0
21-12-2025,UPI/POS: UPI: NEHA SPLITWISE,1115.7,0.0
21-12-2025,UPI/POS: AMAZON,1403.94,0.0
22-12-2025,UPI/POS: UPI: KIRANA,27.87,0.0
22-12-2025,UPI/POS: UPI: KIRANA,20.15,0.0
22-12-2025,UPI/POS: NAMMA METRO,54.05,0.0
22-12-2025,UPI/POS: AMAZON,1099.85,0.0
23-12-2025,UPI/POS: OLA CABS,104.25,0.0
23-12-2025,UPI/POS: NAMMA METRO,58.68,0.0
23-12-2025,UPI/POS: SWIGGY,391.7,0.0
23-12-2025,UPI/POS: OLA CABS,240.66,0.0
23-12-2025,UPI/POS: UPI: KIRANA,86.38,0.0
24-12-2025,UPI/POS: UPI: TEA STALL,15.38,0.0
24-12-2025,UPI/POS: BLINKIT,538.13,0.0
24-12-2025,UPI/POS: UPI: AUTO,91.44,0.0
24-12-2025,UPI/POS: UPI: TEA STALL,24.78,0.0
25-12-2025,UPI/POS: UPI: NEHA SPLITWISE,1581.96,0.0
25-12-2025,UPI/POS: BLINKIT,577.63,0.0
25-12-2025,UPI/POS: UBER,398.95,0.0
25-12-2025,UPI/POS: BLINKIT,180.28,0.0
25-12-2025,UPI/POS: OLA CABS,293.61,0.0
25-12-2025,UPI/POS: UPI: KIRANA,21.05,0.0
25-12-2025,UPI/POS: LOCAL BAKERY,143.05,0.0
25-12-2025,UPI/POS: UPI: AUTO,58.33,0.0
25-12-2025,UPI/POS: STARBUCKS,399.72,0.0
25-12-2025,UPI/POS: STARBUCKS,345.97,0.0
25-12-2025,UPI/POS: UPI: AUTO,54.64,0.0
26-12-2025,UPI/POS: LOCAL BAKERY,76.49,0.0
27-12-2025,UPI/POS: UPI: TEA STALL,25.62,0.0
27-12-2025,UPI/POS: ZEPTO,231.29,0.0
27-12-2025,UPI/POS: ZEPTO,185.17,0.0
27-12-2025,UPI/POS: UPI: KIRANA,42.27,0.0
27-12-2025,UPI/POS: AMAZON,601.33,0.0
27-12-2025,UPI/POS: UPI: AUTO,89.7,0.0
28-12-2025,UPI/POS: BLINKIT,542.11,0.0
28-12-2025,UPI/POS: STARBUCKS,337.48,0.0
28-12-2025,UPI/POS: NAMMA METRO,49.48,0.0
28-12-2025,UPI/POS: ZOMATO,371.66,0.0
28-12-2025,UPI/POS: UBER,393.32,0.0
28-12-2025,UPI/POS: UBER,356.09,0.0
28-12-2025,UPI/POS: ZEPTO,188.92,0.0
29-12-2025,UPI/POS: ZEPTO,119.31,0.0
30-12-2025,UPI/POS: OLA CABS,293.85,0.0
30-12-2025,UPI/POS: ZEPTO,294.55,0.0
30-12-2025,UPI/POS: OLA CABS,172.93,0.0
30-12-2025,UPI/POS: UBER,270.33,0.0
30-12-2025,UPI/POS: LOCAL BAKERY,85.92,0.0
30-12-2025,UPI/POS: STARBUCKS,374.07,0.0
30-12-2025,UPI/POS: UBER,385.48,0.0
30-12-2025,UPI/POS: OLA CABS,244.27,0.0
30-12-2025,UPI/POS: UPI: TEA STALL,25.53,0.0
31-12-2025,UPI/POS: OLA CABS,242.12,0.0
31-12-2025,UPI/POS: UBER,243.07,0.0
31-12-2025,UPI/POS: NAMMA METRO,36.6,0.0
31-12-2025,UPI/POS: ZEPTO,340.91,0.0
01-01-2026,UPI/POS: UPI: PRIYA SPLITWISE,1229.63,0.0
01-01-2026,UPI/POS: AMAZON,752.07,0.0
01-01-2026,UPI/POS: STARBUCKS,397.63,0.0
01-01-2026,NEFT: ACME CORP SALARY,0.0,250000.0
01-01-2026,UPI/POS: AMAZON,966.61,0.0
01-01-2026,UPI/POS: NAMMA METRO,36.16,0.0
01-01-2026,UPI/POS: ZEPTO,320.47,0.0
01-01-2026,UPI/POS: OLA CABS,214.9,0.0
01-01-2026,UPI/POS: AMAZON,574.02,0.0
01-01-2026,UPI/POS: LOCAL BAKERY,143.7,0.0
02-01-2026,UPI/POS: ZOMATO,341.21,0.0
